Title,Equation,Description,Source
Untitled Equation,LR = \frac{\text{Incurred Losses}}{\text{Earned Premium}},,eq3/gemini-primer/gemini_primer.md
Untitled Equation,H = 1/q_1 log(E[|Δ log σ|^q_1]/E[|Δ log σ|^q_2]) / log(Δ_1/Δ_2),,eq3/rough_volatility_primer.txt
The relationship between consecutive base correlations follows from the additivity of expected losses:,"E[L_{[0,K_j]}] = E[L_{[0,K_{j-1}]}] + E[L_{[K_{j-1},K_j]}]","This recursive structure ensures no-arbitrage conditions across the capital structure. Base correlations typically exhibit an upward-sloping term structure, reflecting investors' preference for senior tranche protection and the corresponding risk premium. The interpolation method using cubic splines with monotonicity constraints maintains arbitrage-free conditions while providing smooth correlation surfaces for risk management applications.",eq3/CDO_Primer_Content.txt
Volterra process:,V_t = V_0 + ∫_0^t K^H(t-s)κ(θ - V_s)ds + ∫_0^t K^H(t-s)σ√V_s dW_s,"The variance process V_t follows a Volterra stochastic integral equation, where the fractional kernel induces non-Markovian dynamics. The parameter κ represents the speed of mean reversion, θ the long-term variance level, and σ the volatility of volatility. The fractional integration creates memory effects where past volatility shocks persist with power-law decay, generating the rough volatility paths consistent with empirical observations of log-periodic power spectra.",eq3/rough-heston-primer.md
Untitled Equation,"EL_t^{(A,D)} = ∫_{A}^{D} (x - A) dF_L(x,t) + (D - A)[1 - F_L(D,t)]",,eq3/cdo-tranching-valuation-primer.md
Untitled Equation,\mathbb{E}[V_{j+1} | S_j] = \sum_{k=1}^K \beta_k \phi_k(S_j),,eq3/minimax-primer/comprehensive-formulas.md
Variance Swap Realized Variance,sigma_realized^2 = (252/N) sum_{i=1}^N [ln(S_ti/S_ti-1)]^2,Realized variance is sum of squared log returns. Annualized by 252 trading days. Discretization introduces sampling bias. Robust estimator uses realized kernel.,eq3/minimax-primer/formulas.csv
Option on Variance Swap,V = int_0^T E[ Vega(K) (sigma^2 - K)^+ ] dK / int_0^T E[Vega(K)] dK,Option on realized variance. Fair variance swap strike as weighted average of option prices. Static replication: variance swap = integral of binary options. Jensen adjustment for vol swap.,eq3/minimax-primer/formulas.csv
Cost of Carry (Storage),"F(t,T) = S_t e^{(r + \underbrace{u}_{\text{Storage}}) (T-t)}","For commodities that are expensive to store (like Oil or Wheat), the futures price F must account for the cost of storage 'u'. Arbitrage: buy Spot, pay storage, sell Future. If Future > Spot * exp(r+u), risk-free profit. This explains why commodity curves can be in 'Contango' (Future > Spot).",eq3/jules-primer/primer.csv
Cost of Carry (Convenience Yield),"F(t,T) = S_t e^{(r + u - \underbrace{y}_{\text{Yield}}) (T-t)}","Often, futures trade below the cost-of-carry model (Backwardation). This is explained by the 'Convenience Yield' y. It represents the non-monetary benefit of holding the physical inventory (e.g., to keep a refinery running during a shortage). It acts like a dividend yield. High scarcity \implies High Convenience Yield \implies Backwardation.",eq3/jules-primer/primer.csv
SABR Model,dF_t = sigma_t F_t^beta dW_t\quad dsigma_t = alpha sigma_t dZ_t,The SABR model parameterizes forward dynamics with stochastic volatility. Beta controls backbone elasticity alpha is vol-of-vol and rho is spot-vol correlation.,eq3/kimi-primer/financial-derivatives-pricing-formulas.csv
Survival Probability,P(\tau > T \mid \mathcal{F}_t) = \exp\left(-\int_t^T \lambda(s) ds\right),The probability that no default occurs before time T given information at time t.,eq3/kimi-primer/financial-derivatives-pricing-formulas.csv
Unknown,dW_t^\mathbb{Q} = dW_t^\mathbb{P} + \frac{\mu - r}{\sigma} dt,"This theorem provides the relationship between Brownian motions under the physical measure \mathbb{P} and the risk-neutral measure \mathbb{Q}, where \mu is the drift under \mathbb{P} and r is the risk-free rate.",eq3/iflow-model-primer/derivatives-primer.csv
Deep Hedging,\min_\theta \rho( -H_T + \sum \delta_i^\theta \Delta S_{t_i} ),End-to-end learned hedging strategy.,eq3/gemini-primer/gemini_primer.csv
Least Squares Calibration,\min_\theta \sum w_i (C_i^{market} - C_i^{model}(\theta))^2,Minimize squared pricing errors.,eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Untitled Equation,"r_{FIX} = \frac{1 - P(0,T_n)}{\sum_{i=1}^{n} \tau_i P(0,T_i)}",,eq3/interest_rate_derivatives_primer.txt
Untitled Equation,"where M_t^Q = M_t - ∫₀^t (1/Z_s) d[Z,M]_s is a Q-local martingale.",,eq3/stochastic_calculus_primer.md
Untitled Equation,"L(H,σ^2) = -1/2π ∫_{-π}^π [log f(λ;H,σ^2) + I(λ)/f(λ;H,σ^2)] dλ",,eq3/rough_volatility_primer.txt
SABR Calibration Bootstrap Across Tenors,"\{\alpha(T_i), \beta(T_i), \nu(T_i), \rho(T_i)\}_{i=1}^{N}","SABR parameters can be made time-dependent to capture term structure of smile dynamics. Common approach involves calibrating separate SABR models to option surfaces at different maturities (e.g., 1Y, 2Y, 5Y, 10Y caps/floors). The parameters \alpha(T) and \nu(T) typically exhibit term structure: \alpha increases with maturity (longer-dated volatility), while \nu(T) may decrease (less vol-of-vol uncertainty for distant events). Correlation \rho(T) often remains relatively stable across tenors. Bootstrap requires ensuring smooth parameter transitions to avoid arbitrage opportunities between adjacent maturities.",eq3/sabr-model.txt
MBS Convexity Adjustment for Yield Curve Exposure,"Convexity_{curve} = ∑[i=1 to K] (∂^2P/∂r_i∂r_j) × Cov(r_i, r_j)","This equation extends convexity to multiple dimensions by capturing curvature in the full yield curve rather than a single yield level. The term ∂^2P/∂r_i∂r_j represents the cross-derivative with respect to rates at tenors i and j, and Cov(r_i, r_j) represents the covariance between those rates. For MBS, convexity exposure is not uniform across the curve but concentrated in mortgage rate tenors (typically 5-7 years). This multi-dimensional convexity measure is important for portfolios with MBS because yield curve rotations and butterfly trades affect value differently than parallel shifts.",eq3/fixed_income_primer.txt
Untitled Equation,"P_{\text{swaption}} = P(0, T_e) \left( K \Phi(-d_2) - S_0 \Phi(-d_1) \right)",,eq3/minimax-primer/comprehensive-formulas.md
1. Exact APT Pricing (Factor Pricing Portfolio),\lambda = \mathbf{B}^{-1} (\boldsymbol{\mu} - r_f \mathbf{1}),where \mathbf{B} is invertible (k factors and k assets with independent beta vectors),eq3/minimax-primer/comprehensive-formulas.md
Vanna,dDelta/dsigma = dnu/dS = d^2V/(dS dsigma) = -d_1 phi(d_1)/sigma,Cross-sensitivity: delta change with volatility. Important for exotic options and volatility trading. Can be positive or negative.,eq3/minimax-primer/formulas.csv
Vasicek Short Rate Distribution,r_T | r_t ~ N( r_t exp(-kappa(T-t)) + theta(1 - exp(-kappa(T-t))),Term Structure,eq3/minimax-primer/formulas.csv
Power Reverse Dual Currency (PRDC),V_PRDC = Notional * max( product_{i=1}^n (S_ti/S_0)^{alpha_i},Structured Products,eq3/minimax-primer/formulas.csv
Black's Formula (Swaption),V = \underbrace{A(0)}_{\text{Annuity}} [F_0 N(d_1) - K N(d_2)],"The standard market model for pricing Swaptions (options to enter a swap). Unlike options on stocks (priced vs spot), swaptions are priced vs the Forward Swap Rate F_0. The numeraire is the Annuity Factor A(0) (the PV of 1bp paid on all swap coupon dates). It assumes the forward swap rate follows a log-normal distribution.",eq3/jules-primer/primer.csv
Kyle's Lambda (Market Impact),\lambda = \frac{1}{2} \sqrt{\frac{\sigma_v^2}{\sigma_u^2}},Albert Kyle's model defines 'Market Liquidity' in an equilibrium with informed traders and noise traders. \lambda measures the price impact: how much the price moves per unit of order flow. It is proportional to the volatility of the asset's fundamental value \sigma_v (info asymmetry) and inversely proportional to the volatility of noise trading \sigma_u (camouflaging liquidity).,eq3/jules-primer/primer.csv
ADI (Alternating Direction Implicit),(1 - \frac{\Delta t}{2} A_x) u^* = (1 + \frac{\Delta t}{2} A_y) u^n,"For multi-dimensional PDEs (e.g., Heston with S and v, or Basket options), standard Finite Difference matrices become massive and slow to invert. ADI splits the time step into substeps, solving implicitly in one dimension (x) while explicit in the other (y), then swapping. This reduces a complex 2D problem into a sequence of fast 1D tridiagonal matrix solves.",eq3/jules-primer/primer.csv
SVI Parameterization,\sigma_{BS}^2(k) = a + b(\rho(k-m) + \sqrt{(k-m)^2 + \sigma^2}),Stochastic Volatility Inspired parameterization provides five-parameter fit to implied variance with guaranteed no-arbitrage conditions where k = ln(K/F) is log-moneyness.,eq3/kimi-primer/financial-derivatives-pricing-formulas.csv
Unknown,\nu = \frac{\partial V}{\partial \sigma} = SN'(d_1)\sqrt{T-t},"Vega measures the rate of change of the option price with respect to changes in the volatility of the underlying asset. It is the same for both call and put options and is always positive, indicating that option prices increase with higher volatility. | **Variables:** - ∂V/∂σ: Partial derivative of option value with respect to volatility - √(T-t): Time to expiration - Other variables as defined",eq3/iflow-model-primer/derivatives-primer.csv; eq3/minimax-primer/comprehensive-formulas.md
Basel IRB,K = LGD [ N((G(PD) + \sqrt{R} G(0.999))/\sqrt{1-R}) - PD ] \cdot MA,Internal ratings-based capital requirement.,eq3/gemini-primer/gemini_primer.csv
Latency Arbitrage,\Pi = \sum \mathbb{1}_{fast}(t) |p_t^{stale} - p_t^{true}| q_t,Profit from speed advantage.,eq3/gemini-primer/gemini_primer.csv
Betting Against Beta,BAB = r_{low\beta}/\beta_{low} - r_{high\beta}/\beta_{high},Low-beta outperformance factor.,eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Untitled Equation,\nu = \frac{\partial V}{\partial \sigma} = S \sqrt{T-t} N'(d_1),,eq3/gemini-primer/gemini_primer.md
Untitled Equation,R_t \approx \bar{R} + \sum_{k=1}^K \sqrt{\lambda_k} v_k f_{kt},,eq3/gemini-primer/gemini_primer.md
Untitled Equation,"**Annualized Basis:**
y = \frac{F - S}{S} \cdot \frac{365}{T-t}",,eq3/gemini-primer/gemini_primer.md
Untitled Equation,R_{model} = \alpha \cdot \text{Notional} \cdot \sigma_{model},,eq3/gemini-primer/gemini_primer.md
FORWARD STARTING OPTION VALUE,"V_{forward-start} = e^{-r(T-t_0)} E^Q[max(S_T/S_{t_0} - K, 0)]","This equation gives the value of a forward-starting option that begins at time t_0 with strike price K set as a percentage of the asset price at t_0. The expectation E^Q is taken under the risk-neutral measure. The key feature is that the strike price is determined at the forward start date t_0 rather than at inception, making the moneyness unknown initially. The ratio S_T/S_{t_0} represents the return from the forward start date to maturity. This structure is fundamental to cliquet options, as each period essentially contains an embedded forward-starting option. The pricing depends on the joint distribution of S_{t_0} and S_T, requiring modeling of the entire price path rather than just the terminal distribution.",eq3/exotic-options-cliquet-ratchet-primer.txt
Correlation Structure:,"ρ_{i,j} = exp(-|T_i - T_j|/λ) * [α + (1-α) * exp(-min(T_i,T_j)/λ)]","This parametric correlation function captures the empirical observation that nearby forward rates are highly correlated while distant rates decorrelate. The parameter λ controls the exponential decay rate, while α represents the asymptotic correlation level. Calibration to historical data typically yields λ ≈ 0.1-0.3 years^{-1} and α ≈ 0.3-0.5, though these parameters vary significantly across different market regimes and should be stress-tested for model risk.",eq3/lmm_content.txt
Average Life,AL = ∑[t=1 to N] t × CF_t^{principal} / ∑[t=1 to N] CF_t^{principal},"AL represents the weighted average time to receipt of principal payments (both scheduled and unscheduled). CF_t^{principal} = SP_t + PP_t denotes total principal received at time t. Average life measures the timing uncertainty of MBS cash flows and is a key metric for assessing exposure to reinvestment risk and rate movements. Higher prepayment speeds reduce average life by accelerating principal return, while slower speeds extend average life. This metric is particularly important for asset-liability management and duration matching. | WAL represents the weighted average life with timing convention using mid-period cash flows. The factor (t - 0.5) assumes cash flows occur evenly throughout each period, providing a more precise measure than using period-end timing. For monthly cash flows, this adjustment shifts timing by approximately half a month. WAL is the standard convention used in MBS markets for reporting and comparing the maturity characteristics of different pools or tranches.",eq3/fixed_income_primer.txt
1. Linear Factor Model (Single-Period),R_i = \mathbb{E}[R_i] + \sum_{j=1}^k \beta_{ij} F_j + \epsilon_i,"Variables: - R_i: Return on asset i - \mathbb{E}[R_i]: Expected return on asset i - \beta_{ij}: Factor sensitivity (beta) of asset i to factor j - F_j: Return on factor j (zero-mean, E[F_j] = 0) - \epsilon_i: Idiosyncratic return to asset i (zero-mean, E[\epsilon_i] = 0) - k: Number of systematic factors",eq3/minimax-primer/comprehensive-formulas.md
Pre-Averaging Estimator,hat theta^2 = (1/g bar g) sum_{j=1}^{m-1} g(j/m) (X_{j+1} - X_j)^2,Robust estimator for noisy high-frequency data. Pre-average observations. Asymptotically efficient. Combines realized kernel and OIV.,eq3/minimax-primer/formulas.csv
Euler-Maruyama Scheme,S_{t+\Delta t} = S_t + rS_t\Delta t + \sigma S_t \sqrt{\Delta t} Z_t,First-order approximation for SDEs converging strongly with rate O(\sqrt{\Delta t}) and weakly with rate O(\Delta t). | Standard discretization for simulating SDEs.,eq3/kimi-primer/financial-derivatives-pricing-formulas.csv; eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Control Variate Estimator,\hat{V}_{cv} = \hat{V}_{MC} + \beta(C_{theory} - \hat{C}_{MC}),Optimal variance reduction using correlated payoff with known theoretical price. Beta = -Cov(\hat{V},eq3/kimi-primer/financial-derivatives-pricing-formulas.csv
DVA,DVA = (1-R_{self}) \int_0^T \mathbb{E}[(V_t)^-] dPD_{self}(t),Debit valuation adjustment for own default risk.,eq3/gemini-primer/gemini_primer.csv; eq3/gemini-primer/gemini_primer.md
Autoencoder Yield,"z = f_{enc}(y; \theta_{enc})
\hat{y} = f_{dec}(z; \theta_{dec})",Yield curve dimensionality reduction.,eq3/gemini-primer/gemini_primer.md; eq3/gemini-primer/gemini_primer.csv
Untitled Equation,LCR = \frac{HQLA}{\text{Net Cash Outflows}_{30-day}} \ge 100\%,,eq3/gemini-primer/gemini_primer.md
**Black-76 Formula (Futures Options)**,"C(F_t, K, T, r, \sigma) = e^{-r(T-t)} [F_t \Phi(d_1) - K \Phi(d_2)]",Automatically extracted equation,eq3/iflow-primer/financial-derivatives-primer.md; eq3/iflow-primer/formulas.csv; eq3/iflow-primer/formulas_part2.md
1. Delta (First-Order Price Sensitivity),\Delta = \frac{\partial V}{\partial S} = \Phi(d_1) \text{ (call)},,eq3/minimax-primer/comprehensive-formulas.md
Untitled Equation,F_0 = S_0 e^{(r_d - r_f)T} \quad \text{(continuously compounded)},,eq3/minimax-primer/comprehensive-formulas.md
Ito's Lemma (1D),dV = [dV/dt + mu dV/dS + 1/2 sigma^2 S^2 d^2V/dS^2] dt + sigma S dV/dS dW,Fundamental theorem for stochastic differentiation. dt term includes drift adjustment. dW term is diffusion. Applied to derive Black-Scholes PDE.,eq3/minimax-primer/formulas.csv
Arbitrage Pricing Theory,R_i = r_f + beta_i^1 F_1 + beta_i^2 F_2 + ... + beta_i^k F_k + epsilon_i,Multi-factor linear model. No arbitrage implies linear factor structure. Factor loadings beta estimated by regression. Number of factors determined empirically.,eq3/minimax-primer/formulas.csv
Realized Kernel,hat sigma^2 = sum_{k=-H}^H k(R) 1/H sum_{t=k+1}^{n-k} r_t r_{t+k},Noise-robust realized variance estimator. Weights k(R) with Bartlett kernel. Optimal bandwidth H = c n^{1/3}. Consistent under market microstructure noise.,eq3/minimax-primer/formulas.csv
Yield Spread,S = y_{bond} - \underbrace{y_{benchmark}}_{\text{Govt or Swap}},"The Yield Spread measures the risk premium of a bond over a risk-free benchmark (like Treasuries) or a funding benchmark (like Swaps). It compensates investors for credit risk, liquidity risk, and option risk. Widening spreads indicate market stress or deteriorating credit quality.",eq3/jules-primer/primer.csv
Ultima,\text{Ultima} = \frac{\partial \text{Volga}}{\partial \sigma},Ultima is the sensitivity of Volga to changes in volatility. It is a third-order Greek used to risk-manage positions that are essentially betting on the 'Vol of Vol'.,eq3/jules-primer/primer.csv
