Title,Equation,Main_Category,Notes
Cliquet Option,"\phi_{cliquet}(u) = E^Q[exp(iu \sum_{j=1}^{n} max(min(ln(S_{t_j}/S_{t_{j-1}}), c), f))]",Option Pricing,"The characteristic function represents the Fourier transform of the accumulated return distribution under the risk-neutral measure Q. This formulation is essential for pricing cliquet options via Fourier inversion methods, particularly when the underlying follows a Levy process or stochastic volatility model. The nested max-min structure reflects the local cap and floor constraints applied to each period's logarithmic return. The characteristic function approach enables efficient computation of option prices across multiple strikes without repeated Monte Carlo simulation. The independence of increments in Brownian motion or certain Levy processes allows decomposition of the characteristic function into products of individual period contributions, though the cap/floor constraints introduce path dependence that complicates this factorization."
Option Greek,dr_t = k(\theta - r_t)dt + \sigma \underbrace{\sqrt{r_t}}_{\text{State Dep. Vol}} dW_t,Option Pricing,"CIR improves on Vasicek by making the volatility proportional to \sqrt{r_t}. This ensures that if the rate touches zero, the volatility vanishes, preventing the rate from becoming negative (provided the Feller condition 2k\theta \ge \sigma^2 is met). The resulting distribution is non-central chi-squared. It is an 'affine' model, meaning bond prices are of the form A(t)e^{-B(t)r_t}."
Option Greek,"P(t,T) = A(t,T) e^{-B(t,T) r_t} B(t,T) = \frac{2(e^{\gamma(T-t)} - 1)}{(\gamma + \kappa)(e^{\gamma(T-t)} - 1) + 2\gamma} A(t,T) = \left( \frac{2\gamma e^{(\kappa+\gamma)(T-t)/2}}{(\gamma + \kappa)(e^{\gamma(T-t)} - 1) + 2\gamma} \right)^{2\kappa\theta/\sigma^2} \gamma = \sqrt{\kappa^2 + 2\sigma^2} dr_t = (\theta(t) - \kappa r_t) dt + \sigma dW_t^{\mathbb{Q}}",Option Pricing,Variables: | See markdown for detailed variables and explanation
Option Greek,r_T | r_t ~ Non-central chi^2 with df = 4kappa theta/sigma^2 and non-centrality lambda = 4kappa r_t exp(-kappa(T-t))/[sigma^2 (1 - exp(-kappa(T-t)))],Option Pricing,Non-central chi-squared distribution with 4kappa theta/sigma^2 degrees of freedom. Non-centrality parameter lambda depends on current rate. Feller condition ensures positivity.
Option Greek,dr_t = kappa(theta - r_t) dt + sigma sqrt(r_t) dW_t^Q,Option Pricing,Extends Vasicek with volatility proportional to sqrt(rt). Ensures non-negative rates. Square-root process has non-central chi-squared transition density. More realistic for low rates.
Interest Rate Cap/Floor,"V_{cliquet} = e^{-rT} \notag_{i=1}^{n} max(min(R_i, Cap), Floor)",Option Pricing,"This equation represents the terminal payoff of a cliquet option, which is a series of forward-starting options with reset dates. The variable R_i denotes the return over the i-th period, calculated as (S_{t_i}/S_{t_{i-1}} - 1), where S_{t_i} is the asset price at reset date t_i. The Cap and Floor parameters provide upper and lower bounds on each period's return. The summation indicates that the option pays the sum of capped and floored returns across all n periods, discounted to present value using the risk-free rate r. This structure provides exposure to multiple periods while limiting both upside and downside participation in each individual period."
CMS Spread Option,CMS Spread = max(S_A - S_B - K,Option Pricing,Interest Rate Derivatives
Option Greek,"\rho_{ij} = Corr(ln(S_{t_i}/S_{t_{i-1}}), ln(S_{t_j}/S_{t_{j-1}})) = \delta_{ij} - \frac{\sigma^2 min(t_i-t_{i-1}, t_j-t_{j-1})}{\sqrt{Var(R_i)Var(R_j)}}",Option Pricing,"This equation describes the correlation structure between returns in different periods under Brownian motion. For cliquet options, the independence of non-overlapping periods in Brownian motion simplifies pricing, but stochastic volatility or jump models introduce complex correlation patterns. The \delta_{ij} represents the Kronecker delta, indicating zero correlation between distinct periods in the Black-Scholes framework. However, empirical evidence suggests volatility clustering creates positive autocorrelation in squared returns, violating this independence assumption. The correlation structure becomes crucial when pricing cliquet options under realistic market conditions, as it affects the probability of consecutive periods hitting cap or floor limits. Advanced models incorporating stochastic volatility or regime-switching mechanisms capture these empirical regularities but require sophisticated numerical methods for pricing and hedging."
COS Method,C = sum_{n=0}^infty Re( phi(n pi/(b-a)) e^{-i n pi (c-a)/(b-a)) ) * (2/(b-a) int_a^b cos(n pi (x-c)/(b-a)) Payoff(x) dx),Option Pricing,"Characteristic function to option price via cosine expansion. Truncation range [a,b] based on distribution support. Fast convergence for affine models."
CVA (Credit),\text{CVA} = (1-R) \int_0^T \underbrace{\text{EPE}(t)}_{\text{Exposure}} dPD(t),Option Pricing,"Credit Valuation Adjustment is the market value of counterparty credit risk. It is the expected loss. EPE(t) (Expected Positive Exposure) is the option-like profile of the derivative value max(V, 0). dPD(t) is the default probability density. CVA is subtracted from the risk-free value."
Option Greek,\Delta = N(d_1),Option Pricing,Delta measures the sensitivity of option price to changes in the underlying asset price ranging from 0 to 1 for calls. | Put delta ranges from -1 to 0 representing the hedge ratio for put options.
Option Greek,\rho = K(T-t)e^{-r(T-t)}N(d_2),Option Pricing,Rho measures sensitivity to changes in the risk-free interest rate. Calls have positive rho. | Put rho is negative reflecting that put values decrease as rates increase.
Option Greek,\Theta = -\frac{SN'(d_1)\sigma}{2\sqrt{T-t}} - rKe^{-r(T-t)}N(d_2),Option Pricing,Theta measures time decay - the rate at which option value decreases as expiration approaches. | Put theta shows similar time decay characteristics but adjusted for put option payoffs.
Interest Rate Swap,V = V_swap - V_swaption,Option Pricing,Swap with issuer's call option. Value = swap minus payer swaption. Bermudan features for multiple call dates. Callable at par or make-whole.
Carr-Madan (FFT Pricing),C_T(k) = \frac{e^{-\alpha k}}{\pi} \int_0^\infty e^{-ivk} \underbrace{\psi_T(v-i(\alpha+1))}_{\text{Damped Char Func}} dv,Option Pricing,"Peter Carr and Dilip Madan introduced the use of the Fast Fourier Transform (FFT) to price options. By integrating the characteristic function (which is known for Levy processes) rather than the density (which is unknown), they can price a whole range of strikes 'k' simultaneously in milliseconds. The damping factor \alpha is needed to ensure the integral converges (as call prices don't decay to zero as k \to -\infty)."
Carr-Madan Formula,C(k) = \frac{e^{-\alpha k}}{\pi} \int_0^\infty e^{-ivk} \psi(v) dv,Option Pricing,Characteristic function approach enabling option pricing via Fourier inversion when only phi is known.
Cash Flow Waterfall (CDO),V = sum_{i=1}^n I(Loss <= Attachment_i) * Tranche_i,Option Pricing,"Priority of payments to tranches. Seniority structure: equity, mezz, senior. Interest and principal waterfalls. Trigger events and cleanup calls."
Cash-or-Nothing Call,C_{\text{CN}} = e^{-r(T-t)} \Phi(d_2),Option Pricing,Variables: ; Explanation: * Pays a fixed cash amount if the underlying finishes above the strike. Price is the discounted risk-neutral probability of finishing in-the-money. | **Explanation:** Pays a fixed cash amount if the underlying finishes above the strike. Price is the discounted risk-neutral probability of finishing in-the-money. | See markdown for detailed variables and explanation
Chain Rule (Calculus),\frac{dy}{dx} = \underbrace{\frac{dy}{du}}_{\text{Outer Derivative}} \cdot \underbrace{\frac{du}{dx}}_{\text{Inner Derivative}},Option Pricing,"The Chain Rule allows differentiation of composite functions. It is the basis for ""Backpropagation"" in neural networks and for calculating Greeks (sensitivities) in finance. For example, Vega is the derivative of Price w.r.t Volatility, which often involves chaining through the d1 and d2 terms in Black-Scholes."
Characteristic Function,\phi_X(u) = E[e^{iuX}] = \int_{-\infty}^{\infty} \underbrace{e^{iux}}_{\text{Oscillatory Term}} \underbrace{f(x)}_{\text{PDF}} dx,Option Pricing,"The characteristic function is the Fourier transform of the probability density function f(x). In quantitative finance, especially with affine jump-diffusion models (like Heston or Bates), the PDF is often unknown or intractable, but the characteristic function has a closed-form solution. This allows for option pricing via Fourier inversion methods (like Carr-Madan). It fully characterizes the distribution of the random variable X."
Option Greek,"\phi(u) = \exp\left( iu \ln S_t + C(u,\tau) + D(u,\tau) v_t \right) C(u,\tau) = (r-q) i u \tau + \frac{\kappa \theta}{\xi^2} \left( (\kappa - \rho \xi i u - d) \tau - 2 \ln \frac{1 - g e^{-d\tau}}{1 - g} \right) D(u,\tau) = \frac{\kappa - \rho \xi i u - d}{\xi^2} \frac{1 - e^{-d\tau}}{1 - g e^{-d\tau}} d = \sqrt{(\rho \xi i u - \kappa)^2 + \xi^2 (i u + u^2)}, \quad g = \frac{\kappa - \rho \xi i u - d}{\kappa - \rho \xi i u + d}",Option Pricing,See markdown for detailed variables and explanation
Option Greek,"\phi(u) = \exp\left( iu \ln S_t + C(u,\tau) + D(u,\tau) v_t \right) C(u,\tau) = (r-q) i u \tau + \frac{\kappa \theta}{\xi^2} \left( (\kappa - \rho \xi i u - d) \tau - 2 \ln \frac{1 - g e^{-d\tau}}{1 - g} \right) D(u,\tau) = \frac{\kappa - \rho \xi i u - d}{\xi^2} \frac{1 - e^{-d\tau}}{1 - g e^{-d\tau}} d = \sqrt{(\rho \xi i u - \kappa)^2 + \xi^2 (i u + u^2)}, \quad g = \frac{\kappa - \rho \xi i u - d}{\kappa - \rho \xi i u + d} dF_t = \alpha_t F_t^\beta dW_t^F d\alpha_t = \nu \alpha_t dW_t^\alpha dW_t^F dW_t^\alpha = \rho dt",Option Pricing,"Variables: ; Explanation: * Heston model assumes volatility follows a square-root process (CIR). The characteristic function is known in closed form, allowing pricing via Fourier inversion (e.g., FFT). It generates volatility smiles and term structures."
Characteristic Function of SABR Model,"\phi(u,t) = E[e^{iu \ln F_t}] = \exp\left( iu \ln F_0 - \frac{u^2 \sigma^2 t}{2} \right)",Option Pricing,"Under normal SABR (\beta=0), the characteristic function takes lognormal form with effective volatility \sigma = \sqrt{\frac{1}{t}\int_0^t \alpha_s^2 ds}. For \beta=1 (lognormal SABR), the characteristic function becomes \phi(u,t) = \exp\left(iu \ln F_0 - \frac{u^2 \alpha^2 t}{2} \right) when \nu=0, recovering Black-Scholes. For general \beta, exact characteristic function lacks closed form, requiring approximation methods. The characteristic function enables pricing via Fourier transform techniques."
Option Greek,dDelta/dt = dTheta/dS = -d^2V/(dt dS),Option Pricing,Delta decay: how delta changes over time. Used for delta hedging adjustments. Also called delta decay. Decay accelerates near expiration.
Partial Differential Equation,\frac{\partial \Delta}{\partial t} = -N'(d_1) \frac{2r(T-t) - d_2 \sigma \sqrt{T-t}}{2(T-t)\sigma\sqrt{T-t}},Option Pricing,"Charm measures the instantaneous change in Delta as time passes. Also called 'Delta Bleed'. For an option trader hedging a book, Charm tells them how much their delta hedge will naturally drift over the weekend, allowing them to adjust the hedge on Friday close to be neutral on Monday open."
Partial Differential Equation,\frac{\partial \Delta}{\partial t} = -q e^{-q(T-t)} \Phi(d_1) + e^{-q(T-t)} \phi(d_1) \left( \frac{2(r-q)\tau - d_2 \sigma \sqrt{\tau}}{2\tau \sigma \sqrt{\tau}} \right),Option Pricing,Variables: ; Explanation: * Charm measures the rate of change of delta over time. Important for delta hedging rebalancing frequency. | **Explanation:** Charm measures the rate of change of delta over time. Important for delta hedging rebalancing frequency. | See markdown for detailed variables and explanation
Cross Currency Basis,\text{Basis} = P_{bond} - (P_{future} \times \underbrace{CF}_{\text{Conversion Factor}}),Option Pricing,"Bond futures contracts allow the seller to deliver any of a basket of eligible bonds. Naturally, they will deliver the one that costs them the least. This 'Cheapest-to-Deliver' (CTD) bond drives the futures price. The Basis is the cost to carry the position. The option to switch the CTD bond is a valuable 'Delivery Option' embedded in the contract."
Option Greek,dr_t = (theta_t - kappa_t r_t) dt + sigma_t dW_t,Option Pricing,"Mean reversion speed and level stochastic. Four-factor model: r, theta, kappa, sigma. Interest rate dynamics with stochastic volatility. More realistic term structure dynamics."
Cheyette Model,dx_t = kappa x_t dt + sigma dW_t,Option Pricing,"Term Structure | Mean-reverting Gaussian process. Stationary distribution: x_infty ~ N(0, sigma^2/(2kappa)). Mean reversion speed kappa controls return to mean theta. Used for spread and mean-reversion modeling."
Chooser Option,V_{chooser} = max(C(S_t,Option Pricing,T-t)
Chooser Option (As You Like It),C_choose = C_vanilla + compound value,Option Pricing,Choose call or put at future date. Decomposes into call and compound option on underlying. Critical date: when choice is made. Value depends on forward vol.
Cliquet Option,V_cliquet = sum_{i=1}^n max( min(R_i,Option Pricing,F_i ) + global floor + notional
Interest Rate Cap/Floor,"Payoff = \sum_{i=1}^N \min(\max(\underbrace{\frac{S_{t_i}}{S_{t_{i-1}}} - 1}_{\text{Period Return}}, \text{Floor}), \text{Cap})",Option Pricing,"A Cliquet (or Ratchet) option consists of a series of forward-start options. Each period's return is locked in, subject to a local Floor and Cap. This protects the investor from long-term bear markets (resetting the strike each period) but caps the upside in bull runs. Valuation is highly sensitive to the forward skew and the pricing of forward volatility."
Co-integration,Y_t = alpha + beta X_t + epsilon_t with epsilon_t ~ I(0),Option Pricing,Long-run equilibrium relationship. Error correction model: Delta Y_t = gamma( Y_{t-1} - alpha - beta X_{t-1}) + ... Stationary error term.
Option Greek,y_t = \alpha + \beta x_t + u_t with \Delta u_t = \gamma u_{t-1},Option Pricing,Long-run equilibrium relationship.
Partial Differential Equation,\text{Color} = \frac{\partial \Gamma}{\partial t},Option Pricing,Color measures how Gamma changes with time. It is a third-order Greek. It is relevant for maintaining a Gamma-neutral portfolio over time.
Combinations (Binomial Coefficient),\binom{n}{k} = \frac{\underbrace{n!}_{\text{Total Permutations}}}{\underbrace{k! (n-k)!}_{\text{Order Correction}}},Option Pricing,"Calculates the number of ways to choose k items from a set of n without regard to order. It is central to the Binomial Option Pricing Model, representing the number of paths that lead to a specific number of ""up"" moves in the tree."
Option Greek,TR_t = TR_{t-1} * F_t/F_{t-1} * exp(-(r_collateral + roll yield) Deltat),Option Pricing,Total return of commodity futures index. Roll yield from contango/backwardation. Collateral return on margin posted. Spot return not included.
Composite Option (Options on Options),V = C_option(C_underlying),Option Pricing,Option on another option. Price depends on underlying option's vol of vol. Decomposes into integral of bivariate normal. Strike and maturity for both options.
Compound Call-on-Call,c_{on_c} = S_0 e^{-qT_2}M(a_1,Option Pricing,b_2;\sqrt{T_1/T_2}) - K_1 e^{-rT_1}N(a_2)
Option Greek,L = \Delta x \sqrt{P_a P_b} / (\sqrt{P_b} - \sqrt{P_a}),Option Pricing,Uniswap V3 liquidity provision.
Option Greek,"F(t,T) = S_t e^{(r - \underbrace{\delta}_{\text{Lease Rate}}) (T-t)}",Option Pricing,"For investment commodities like Gold, storage is negligible, but lending markets exist. \delta is the Gold Lease Rate. Central banks or holders lend gold to earn \delta. It is analogous to the dividend yield in equities."
Control Variate (Analytical),V = V_MC + beta (C - E[C]),Option Pricing,Control variable C with known analytical price. Beta estimated by regression across paths. Variance reduction factor (1 - rho^2). Effective for path-dependent options.
Control Variates:,Y_i = X_i - c*(Z_i - E[Z]),Option Pricing,"The optimally controlled estimator where X_i represents the original payoff, Z_i is the control variable with known expectation E[Z], and c* = Cov(X,Z)/Var(Z) is the optimal coefficient minimizing variance. The variance reduction achieved is Var(Y) = Var(X)(1-ρ²), where ρ is the correlation between X and Z. For option pricing, delta-hedging control variates use Z_i = Δ_i(S_{i+1} - S_i e^{rΔt}) with Δ_i being the Black-Scholes delta, achieving correlations above 0.9 for at-the-money options. The method extends to multiple controls via regression: Y = X - β'(Z - E[Z]) where β = Var(Z)^{-1}Cov(Z,X), requiring matrix inversion but providing exponential variance reduction in the number of effective controls."
Option Greek,F(t T) = S_t e^{(r - \delta + c)(T-t)},Option Pricing,Futures pricing incorporating storage cost and convenience yield.
Convexity,C = (P_+ + P_- - 2P_0) / (P_0 × (Δy)^2),Option Pricing,"C represents the convexity of MBS, measuring the curvature of the price-yield relationship. For positively convex bonds, C > 0, meaning prices rise more when rates fall than they decline when rates rise by the same amount. For MBS, convexity is typically negative (C < 0), particularly when prepayment options are in-the-money. Negative convexity occurs because accelerated prepayments on rate declines cap price appreciation, while slowed prepayments on rate increases amplify price declines. The (Δy)^2 denominator scales the curvature measure."
Partial Differential Equation,Skew = \frac{\partial \sigma_{impl}}{\partial \ln K} = \frac{\rho \nu \alpha}{F_{mid}^{1-\beta}},Option Pricing,Fundamental option pricing relationship
Correlation Structure:,"ρ_{i,j} = exp(-|T_i - T_j|/λ) * [α + (1-α) * exp(-min(T_i,T_j)/λ)]",Option Pricing,"This parametric correlation function captures the empirical observation that nearby forward rates are highly correlated while distant rates decorrelate. The parameter λ controls the exponential decay rate, while α represents the asymptotic correlation level. Calibration to historical data typically yields λ ≈ 0.1-0.3 years^{-1} and α ≈ 0.3-0.5, though these parameters vary significantly across different market regimes and should be stress-tested for model risk."
Option Greek,Payoff = N_\rho ( \hat{\rho} - K_\rho ),Option Pricing,Exchange realized for fixed correlation.
Option Greek,"V(x,t_0) \approx e^{-r \Delta t} \sum_{k=0}^{N-1} A_k V_k",Option Pricing,"The COS method expands the probability density function as a Fourier-Cosine series. It typically converges exponentially fast for smooth densities (like Heston), outperforming the FFT method in terms of speed and accuracy for small N. It is highly efficient for computing Greeks."
Interest Rate Cap/Floor,"Quadratic covariation:
[X,Y]_t = plim_{|Π|→0} Σ_{i=0}^{n-1} (X_{t_{i+1}} - X_{t_i})(Y_{t_{i+1}} - Y_{t_i})
For continuous semimartingales, [X,Y]_t captures the instantaneous correlation between processes. For Brownian motions, [W^i,W^j]_t = δ_{ij}t where δ_{ij} is the Kronecker delta. For Ito processes, [X,Y]_t = ∫_0^t σ_s^X σ_s^Y ρ_s^{XY} ds.",Option Pricing,Fundamental option pricing relationship
Interest Rate Cap/Floor,"Conditional CAPM with Stochastic Discount Factor
E_t[M_{t+1}R_{i,t+1}] = 1
where M_{t+1} = \delta - \lambda_t \eta_{t+1} is the stochastic discount factor, \delta is the time preference parameter, \lambda_t is the market price of risk at time t, and \eta_{t+1} is the market return innovation. The discount factor is conditionally log-normal. This yields the conditional CAPM: E_t[R_{i,t+1}] = \frac{1}{E_t[M_{t+1}]} + \frac{\text{Cov}_t(M_{t+1}, R_{i,t+1})}{E_t[M_{t+1}]}. Conditional moments replace unconditional moments in the standard CAPM derivation, allowing the risk-free rate, market risk premium, and betas to all vary with the information set.",Option Pricing,Fundamental option pricing relationship
Crack Spread,Crack = alpha S_t_crude - beta S_t_product,Option Pricing,Refining margin between crude and products. 3:2:1 crack: 3 barrels crude -> 2 gasoline + 1 heating oil. Option on crack spread protects refinery margin.
Option Greek,\frac{u^{n+1}-u^n}{\Delta t} = \frac{1}{2} \underbrace{L u^{n+1}}_{\text{Implicit}} + \frac{1}{2} \underbrace{L u^n}_{\text{Explicit}},Option Pricing,"A Finite Difference method for solving PDEs. It is the average of the Explicit scheme (stable only for small steps) and the Implicit scheme (unconditionally stable). Crank-Nicolson is unconditionally stable and has second-order accuracy in both time and space O(\Delta t^2, \Delta x^2), making it the standard choice for 1D pricing PDEs."
Credit Derivative Pricing,CDS = (1-R) ∫_0^T e^{-rt} f_τ(t) dt,Option Pricing,"R represents the recovery rate, typically modeled as exogenous but more sophisticated frameworks incorporate endogenous recovery tied to asset value at default."
Option Greek,V_basis = sum_{i=1}^n delta_i (R_dom - R_for * FX_fwd) P(0,Option Pricing,FX Derivatives
"D^Hψ(t,u) = F(u,ψ(t,u)), ψ(0,u) = 0","where D^Hψ(t,u) = (1/Γ(1-H)) d/dt ∫_0^t (t-s)^{-H}ψ(s,u)ds",Option Pricing,"The fractional Riccati equation governs the characteristic function exponent, where D^H denotes the fractional derivative operator. The nonlinear function F(u,v) = κ(θv - 1) + (1/2)σ^2v^2 + ρσuv incorporates model parameters and correlation ρ between price and volatility shocks. This fractional differential equation requires specialized numerical methods, typically involving discretization of the Volterra integral or Laplace transform techniques, fundamentally differing from classical ODE solutions."
Option Greek,Y_0 = \phi_0(S_0;\theta_0)\quad Z_t = \phi(t,Option Pricing,Advanced Topics
Option Greek,\min_\theta \rho( -H_T + \sum \delta_i^\theta \Delta S_{t_i} ),Option Pricing,End-to-end learned hedging strategy.
Partial Differential Equation,\Delta_C = \frac{\partial C}{\partial S} = e^{-q(T-t)} \Phi(d_1) \Delta_P = \frac{\partial P}{\partial S} = e^{-q(T-t)} (\Phi(d_1) - 1),Option Pricing,"Variables: ; Explanation: * Delta measures sensitivity of option price to changes in underlying price. For vanilla calls, delta is between 0 and 1; for puts, between -1 and 0. Delta hedging involves holding \(\Delta\) units of underlying. | See markdown for detailed variables and explanation"
Digital Option (Cash-or-Nothing),V_cash-or-nothing = exp(-rT) Q(S_T > K),Option Pricing,"Pays fixed amount if in-the-money. Price = discounted risk-neutral probability. Black formula with indicator function. Used in gap options, barriers."
Option Greek,p = \frac{e^{r\Delta t} - d}{u - d},Option Pricing,Fundamental option pricing relationship
Binomial Model Parameters,"u = e^{\sigma \sqrt{2\Delta t}}, \quad d = e^{-\sigma \sqrt{2\Delta t}}",Option Pricing,Fundamental option pricing relationship
Discount Factor,\text{Equity as a call option: } E_t = V_t \Phi(d_1) - D e^{-r(T-t)} \Phi(d_2),Option Pricing,Fundamental option pricing relationship
Binomial Model Parameters,"u = e^{\sigma \sqrt{\Delta t}}, \quad d = e^{-\sigma \sqrt{\Delta t}} = \frac{1}{u}",Option Pricing,Fundamental option pricing relationship
Option Greek,"V_{i,j} = \max\left( e^{-r\Delta t} (p V_{i+1,j+1} + (1-p) V_{i+1,j}), \text{exercise value} \right)",Option Pricing,Fundamental option pricing relationship
Option Greek,\frac{d\mathbb{Q}}{d\mathbb{P}} = \frac{e^{\theta X_t}}{\mathbb{E}[e^{\theta X_t}]},Option Pricing,Fundamental option pricing relationship
Option Greek,"B(u,\tau) = \frac{\kappa - \rho\sigma ui - d}{\sigma^2}\left(\frac{1 - e^{-d\tau}}{1 - ge^{-d\tau}}\right)",Option Pricing,Fundamental option pricing relationship
Option Greek,\psi(u) = i\gamma u - \frac{1}{2}\sigma^2 u^2 + \int_{\mathbb{R}} (e^{iux} - 1 - iux \mathbf{1}_{|x|<1}) \nu(dx),Option Pricing,Fundamental option pricing relationship
Option Greek,"A(u,\tau) = \frac{\kappa\theta}{\sigma^2}\left[\left(\kappa - \rho\sigma ui - d\right)\tau - 2\ln\left(\frac{1 - ge^{-d\tau}}{1 - g}\right)\right]",Option Pricing,Fundamental option pricing relationship
Option Greek,p_d = \left( \frac{u - e^{r\Delta t/2}}{u - d} \right) \left( \frac{u - e^{r\Delta t/2} e^{\sigma\sqrt{2\Delta t}}}{u - d e^{\sigma\sqrt{2\Delta t}}} \right),Option Pricing,Fundamental option pricing relationship
Option Greek,"Where:
- C_T(u) = \frac{2\kappa\theta}{\xi^2}\ln\left( \frac{g_1 e^{g_1 T} - 1}{g_1 - g_2 e^{g_2 T}} \right)
- D_T(u) = \frac{g_1 - g_2}{\xi^2}\left( \frac{g_1 e^{g_1 T} - 1}{g_1 - g_2 e^{g_2 T}} \right)
- g_{1,2} = \kappa - \xi^2u \pm \sqrt{(\kappa - \xi^2u)^2 + \xi^2u^2}",Option Pricing,Fundamental option pricing relationship
Fourier Transform Pricing,"FFT Implementation:
The discrete approximation uses a grid v_j = η(j-1) for j=1,...,N and k_n = -b + λ(n-1) for n=1,...,N, where λ = 2π/(Nη). The FFT computes C(k_n) ≈ e^{-αk_n}/π Σ_{j=1}^N e^{-i(2π/N)(j-1)(n-1)} e^{ibv_j} ψ(v_j) η, yielding prices across strikes in O(N log N) operations.",Option Pricing,Fundamental option pricing relationship
Option Greek,"Vanna and Volga in Black-Scholes
\text{Vanna}_{BS} = -e^{-rT} N'(d_1) \sqrt{T} \left(1 - \frac{d_1}{\sigma\sqrt{T}}\right)
\text{Volga}_{BS} = \text{Vega}_{BS} \cdot \frac{d_1 d_2}{\sigma}
where N'(\cdot) is the standard normal PDF. These expressions show that Vanna and Volga both decay to zero as T \to 0 (very short maturities), which is why the Vanna-Volga method works best for liquid tenors where these sensitivities are meaningful.",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Asian Option Pricing via Moment Generating Function
M_{\bar{G}_T}(\theta) = \mathbb{E}[e^{\theta \ln \bar{G}_T}] = \exp\left(\theta \ln S_0 + \frac{\theta^2 \sigma^2 T}{6}\right)
where \bar{G}_T is the geometric average. The moment generating function characterizes all moments of the log-geometric average. Since \ln \bar{G}_T is normally distributed, its MGF has the characteristic form \exp(\mu \theta + \frac{1}{2}\sigma^2 \theta^2) with \mu = \ln S_0 and variance \frac{\sigma^2 T}{3}.",Option Pricing,Fundamental option pricing relationship
Fourier Transform Pricing,"Carr-Madan FFT Pricing
C(k, T) = \frac{e^{-\alpha k}}{\pi} \int_0^{\infty} e^{-i v k} \psi(v) dv
where k = \ln K, \alpha > 0 is a damping factor, and \psi(v) = \frac{e^{-rT} \phi_T(v - (\alpha + 1)i)}{\alpha^2 + \alpha - v^2 + i(2\alpha + 1)v}
This fast Fourier transform method enables efficient computation of option prices for a range of strikes simultaneously. It is particularly valuable for calibration and risk management applications where many option prices need to be computed quickly.",Option Pricing,Fundamental option pricing relationship
Discount Factor,"Curran's Conditional Expectation Method
C_{arithmetic} = e^{-rT} \mathbb{E}\left[\max(\bar{G}_T + \mathbb{E}[\bar{A}_T - \bar{G}_T | \bar{G}_T] - K, 0)\right]
where the conditional expectation of the difference between arithmetic and geometric averages given the geometric average is computed analytically. Curran (1994) exploits the fact that \bar{A}_T and \bar{G}_T are correlated, and the conditional distribution of \bar{A}_T given \bar{G}_T can be approximated, yielding an efficient analytical approximation.",Option Pricing,Fundamental option pricing relationship
Fourier Transform Pricing,"Moment Generating Function of Arithmetic Average (Jump-Diffusion)
M_{\bar{A}_T}(\theta) = \exp\left[\theta \frac{S_0(e^{rT} - 1)}{rT} + \frac{\theta^2 \sigma^2}{2T^2} \int_0^T \int_0^T e^{r(u+v)} \min(u,v) du dv + \frac{\lambda}{T^2} \int_0^T \int_0^T \left[e^{\theta S_0 e^{ru} \mathbb{E}[Y^{(\theta+1)v}]} - e^{\theta S_0 e^{ru} + \theta S_0 e^{rv} + \theta S_0 e^{r(u+v)}}\right] du dv\right]
This captures the complex interaction of diffusion and jump components in the arithmetic average. Numerical inversion of this MGF (via Fourier methods) provides prices for Asian options with jumps.",Option Pricing,Fundamental option pricing relationship
Asian Option Pricing,"Asian Option Pricing via Partial Differential Equation
\frac{\partial V}{\partial \tau} = \frac{1}{2}\eta^2 S^2 \frac{\partial^2 V}{\partial S^2} + (r + \eta^2)S \frac{\partial V}{\partial S} - rV + \frac{1}{\tau}(S \frac{\partial V}{\partial S} - V)
where \tau = T - t, \eta^2 = \sigma^2 \frac{1 - e^{-2r(T-t)}}{2r(T-t)}, and V = V(S, A, t) is the option value with current asset price S and accumulated average A. This is the PDE derived by Vecer (2001) for continuously monitored arithmetic Asian options. The PDE is three-dimensional (S, A, t) but can be reduced to two dimensions using dimensional reduction techniques.",Option Pricing,Fundamental option pricing relationship
Jump Process Distribution,"Kou Option Pricing Formula
V(S, t) = \sum_{n=0}^{\infty} \sum_{k=0}^{n} \frac{e^{-\lambda \tau}(\lambda \tau)^n}{n!} \binom{n}{k} p^k q^{n-k} V_{BS}(S, t; \sigma^2, r - \lambda \kappa + \frac{k \eta_1}{\tau} - \frac{(n-k)\eta_2}{\tau} - \frac{k}{\tau} - \frac{n-k}{\tau})
where the double sum accounts for both the total number of jumps n and the number of upward jumps k
This formula extends the Merton representation by distinguishing between upward and downward jumps. The binomial coefficient captures all possible sequences of jump directions, allowing for a more detailed representation of the jump process compared to the Merton model.",Option Pricing,Fundamental option pricing relationship
Jump Process Distribution,"European Option Pricing Formula
V(S, t) = \sum_{n=0}^{\infty} \frac{e^{-\lambda \tau}(\lambda \tau)^n}{n!} V_{BS}(S, t; \sigma^2 + n \frac{\sigma_J^2}{\tau}, r - \lambda \kappa + \frac{n}{\tau}(\mu_J + \frac{1}{2}\sigma_J^2))
where \tau = T - t is the time to maturity and V_{BS} is the standard Black-Scholes formula
This elegant formula shows that a jump diffusion option price can be expressed as a weighted sum of Black-Scholes prices with modified volatility and drift parameters. The weights follow a Poisson distribution representing the number of jumps, providing a connection between the jump diffusion model and the familiar Black-Scholes framework.",Option Pricing,Fundamental option pricing relationship
